"Donor" "Ancestry"
"GTEX-WFG7" 0.104352440917864
"GTEX-WFG8" 0.772526369662955
"GTEX-WFJO" 0.889462338062003
"GTEX-WFON" 0.759250196162611
"GTEX-WH7G" 0.358351364964619
"GTEX-WHPG" 0.715695926686749
"GTEX-WHSB" 0.0494625081773847
"GTEX-WHSE" 0.770464319037274
"GTEX-WHWD" 0.733649166999385
"GTEX-WI4N" 0.979961412260309
"GTEX-WK11" 0.928058256627992
"GTEX-WL46" 0.24654536973685
"GTEX-WOFL" 0.71461122459732
"GTEX-WOFM" 0.0316347861662507
"GTEX-WQUQ" 0.740808417322114
"GTEX-WRHK" 0.043032925343141
"GTEX-WRHU" 0.375305278226733
"GTEX-WVJS" 0.166917403461412
"GTEX-WVLH" 0.894501683767885
"GTEX-WWTW" 0.208637367002666
"GTEX-WWYW" 0.0916085869539529
"GTEX-WXYG" 0.274611530359834
"GTEX-WY7C" 0.151089743711054
"GTEX-WYBS" 0.474402954103425
"GTEX-WYJK" 0.612310759723186
"GTEX-WYVS" 0.566527594113722
"GTEX-WZTO" 0.516171503113583
"GTEX-X15G" 0.226081105880439
"GTEX-X261" 0.609856147551909
"GTEX-X3Y1" 0.44413661188446
"GTEX-X4EO" 0.229175050044432
"GTEX-X4EP" 0.445223476272076
"GTEX-X4LF" 0.812031354289502
"GTEX-X4XX" 0.448007761966437
"GTEX-X4XY" 0.911584194982424
"GTEX-X585" 0.606072285445407
"GTEX-X5EB" 0.70586816733703
"GTEX-X62O" 0.68370382511057
"GTEX-X638" 0.882422359893098
"GTEX-X88G" 0.37153483252041
"GTEX-X8HC" 0.0146495753433555
"GTEX-XAJ8" 0.0180660132318735
"GTEX-XBEC" 0.123584528453648
"GTEX-XBED" 0.387659854721278
"GTEX-XBEW" 0.303406124003232
"GTEX-XGQ4" 0.418158098589629
"GTEX-XK95" 0.895275331800804
"GTEX-XLM4" 0.669854431645945
"GTEX-XMD1" 0.0746023890096694
"GTEX-XMD2" 0.739489511586726
"GTEX-XMD3" 0.554383921204135
"GTEX-XMK1" 0.494298412231728
"GTEX-XOT4" 0.579502871027216
"GTEX-XPT6" 0.4830394287128
"GTEX-XPVG" 0.52364154253155
"GTEX-XQ3S" 0.988170652883127
"GTEX-XQ8I" 0.799018893390894
"GTEX-XUW1" 0.582523016957566
"GTEX-XUYS" 0.0196382743306458
"GTEX-XUZC" 0.905573400901631
"GTEX-XV7Q" 0.963647826807573
"GTEX-XXEK" 0.24362801713869
"GTEX-XYKS" 0.350799974985421
"GTEX-Y111" 0.933110247831792
"GTEX-Y114" 0.107003434095532
"GTEX-Y3I4" 0.37485634861514
"GTEX-Y3IK" 0.616986724548042
"GTEX-Y5LM" 0.709626994328573
"GTEX-Y5V5" 0.712520134402439
"GTEX-Y5V6" 0.805654237279668
"GTEX-Y8DK" 0.990129609359428
"GTEX-Y8E4" 0.314641391858459
"GTEX-Y8E5" 0.314778513973579
"GTEX-Y8LW" 0.904606690863147
"GTEX-Y9LG" 0.92639743280597
"GTEX-YB5E" 0.662458157865331
"GTEX-YB5K" 0.0805873279459774
"GTEX-YBZK" 0.61958079924807
"GTEX-YEC3" 0.465810267720371
"GTEX-YEC4" 0.323178277583793
"GTEX-YECK" 0.492317890515551
"GTEX-YF7O" 0.995630034478381
"GTEX-YFC4" 0.974637587321922
"GTEX-YJ89" 0.547879271442071
"GTEX-YJ8A" 0.767519041430205
"GTEX-YJ8O" 0.418379381066188
"GTEX-Z93S" 0.396555185550824
"GTEX-Z93T" 0.264038311084732
"GTEX-Z9EW" 0.71875735395588
"GTEX-ZA64" 0.955514207715169
"GTEX-ZAB4" 0.358092407695949
"GTEX-ZAB5" 0.308564058737829
"GTEX-ZAJG" 0.359028801321983
"GTEX-ZAK1" 0.243322056019679
"GTEX-ZAKK" 0.911171450512484
"GTEX-ZC5H" 0.485198817681521
"GTEX-ZDTS" 0.443434864748269
"GTEX-ZDTT" 0.516616662964225
"GTEX-ZDXO" 0.309076056815684
"GTEX-ZDYS" 0.305087126092985
"GTEX-ZE7O" 0.474980656988919
"GTEX-ZEX8" 0.165845599491149
"GTEX-ZF28" 0.0202869679778814
"GTEX-ZF29" 0.637352864025161
"GTEX-ZF2S" 0.560932780615985
"GTEX-ZF3C" 0.604384672129527
"GTEX-ZG7Y" 0.826364841545001
"GTEX-ZGAY" 0.36906143813394
"GTEX-ZLFU" 0.0796451831702143
"GTEX-ZLV1" 0.564674131572247
"GTEX-ZLWG" 0.900090161943808
"GTEX-ZP4G" 0.609795347321779
"GTEX-ZPCL" 0.58842782350257
"GTEX-ZPIC" 0.350338594987988
"GTEX-ZPU1" 0.0317490387242287
"GTEX-ZQG8" 0.623103401390836
"GTEX-ZQUD" 0.639527737395838
"GTEX-ZT9W" 0.982192655326799
"GTEX-ZT9X" 0.469155112514272
"GTEX-ZTPG" 0.405167490476742
"GTEX-ZTSS" 0.822158295894042
"GTEX-ZTTD" 0.391196853481233
"GTEX-ZTX8" 0.908484747866169
"GTEX-ZUA1" 0.46718236641027
"GTEX-ZV68" 0.260089626768604
"GTEX-ZV6S" 0.861447329167277
"GTEX-ZV7C" 0.401566142681986
"GTEX-ZVE1" 0.125754402950406
"GTEX-ZVE2" 0.738360656425357
"GTEX-ZVP2" 0.0665574006270617
"GTEX-ZVT2" 0.130640281364322
"GTEX-ZVT3" 0.824301760178059
"GTEX-ZVT4" 0.941912106936797
"GTEX-ZVZO" 0.663826913572848
"GTEX-ZVZP" 0.924197815125808
"GTEX-ZVZQ" 0.960797591134906
"GTEX-ZWKS" 0.616930554853752
"GTEX-ZXES" 0.601256426190957
"GTEX-ZXG5" 0.115270958282053
"GTEX-ZY6K" 0.00677044037729502
"GTEX-ZYFC" 0.724240626674145
"GTEX-ZYFD" 0.48464633198455
"GTEX-ZYFG" 0.884638118091971
"GTEX-ZYT6" 0.409636833239347
"GTEX-ZYVF" 0.992899838835001
"GTEX-ZYW4" 0.302675521466881
"GTEX-ZYY3" 0.849637736333534
"GTEX-ZZ64" 0.614589824574068
"GTEX-ZZPT" 0.58406239002943
"GTEX-ZZPU" 0.40394153050147
